time,Vrain,Vgate,-IR1,IM1
2.178333085730432e-07,3.820824e-02,4.891791e+00,9.254679e-02,2.476466e-02
2.188333085730432e-07,3.389888e-02,4.963727e+00,9.207620e-02,2.495383e-02
2.198333085730432e-07,3.052817e-02,5.035964e+00,9.158123e-02,2.514930e-02
2.208333085730432e-07,2.781940e-02,5.108263e+00,9.106505e-02,2.534872e-02
2.218333085730432e-07,2.559435e-02,5.180470e+00,9.053050e-02,2.555071e-02
2.228333085730432e-07,2.373383e-02,5.252479e+00,8.998009e-02,2.575440e-02
2.238333085730432e-07,2.215488e-02,5.324215e+00,8.941603e-02,2.595926e-02
2.248333085730432e-07,2.079803e-02,5.395626e+00,8.884028e-02,2.616494e-02
2.258333085730432e-07,1.961952e-02,5.466671e+00,8.825454e-02,2.637120e-02
2.268333085730432e-07,1.858641e-02,5.537319e+00,8.766037e-02,2.657785e-02
2.278333085730432e-07,1.767346e-02,5.607547e+00,8.705915e-02,2.678479e-02
2.288333085730431e-07,1.686094e-02,5.677338e+00,8.645210e-02,2.699192e-02
2.298333085730431e-07,1.613325e-02,5.746677e+00,8.584031e-02,2.719918e-02
2.308333085730431e-07,1.547787e-02,5.815554e+00,8.522480e-02,2.740650e-02
2.318333085730431e-07,1.488465e-02,5.883959e+00,8.460644e-02,2.761386e-02
2.328333085730431e-07,1.434524e-02,5.951887e+00,8.398601e-02,2.782122e-02
2.338333085730431e-07,1.385274e-02,6.019332e+00,8.336423e-02,2.802857e-02
2.348333085730431e-07,1.340139e-02,6.086291e+00,8.274175e-02,2.823587e-02
2.358333085730431e-07,1.298632e-02,6.152761e+00,8.211913e-02,2.844312e-02
2.368333085730431e-07,1.260342e-02,6.218740e+00,8.149687e-02,2.865030e-02
2.378333085730431e-07,1.224918e-02,6.284226e+00,8.087544e-02,2.885741e-02
2.388333085730431e-07,1.192057e-02,6.349220e+00,8.025523e-02,2.906442e-02
2.398333085730431e-07,1.161498e-02,6.413723e+00,7.963662e-02,2.927135e-02
2.408333085730431e-07,1.133015e-02,6.477733e+00,7.901992e-02,2.947816e-02
2.418333085730432e-07,1.106411e-02,6.541253e+00,7.840542e-02,2.968488e-02
2.428333085730432e-07,1.081511e-02,6.604283e+00,7.779337e-02,2.989149e-02
2.438333085730432e-07,1.058164e-02,6.666825e+00,7.718401e-02,3.009798e-02
2.448333085730432e-07,1.036234e-02,6.728881e+00,7.657754e-02,3.030436e-02
2.458333085730433e-07,1.015602e-02,6.790453e+00,7.597411e-02,3.051062e-02
2.468333085730433e-07,9.961616e-03,6.851543e+00,7.537390e-02,3.071676e-02
2.478333085730433e-07,9.778175e-03,6.912153e+00,7.477705e-02,3.092278e-02
2.488333085730433e-07,9.604843e-03,6.972286e+00,7.418367e-02,3.112867e-02
2.498333085730433e-07,9.440858e-03,7.031945e+00,7.359385e-02,3.133444e-02
2.508333085730434e-07,9.285525e-03,7.091132e+00,7.300770e-02,3.154008e-02
2.518333085730434e-07,9.138225e-03,7.149850e+00,7.242530e-02,3.174559e-02
2.528333085730434e-07,8.998387e-03,7.208102e+00,7.184671e-02,3.195097e-02
2.538333085730434e-07,8.865504e-03,7.265891e+00,7.127198e-02,3.215623e-02
2.548333085730435e-07,8.739104e-03,7.323219e+00,7.070116e-02,3.236134e-02
2.558333085730435e-07,8.618766e-03,7.380090e+00,7.013430e-02,3.256633e-02
2.568333085730435e-07,8.504096e-03,7.436508e+00,6.957142e-02,3.277119e-02
2.578333085730435e-07,8.394740e-03,7.492475e+00,6.901257e-02,3.297591e-02
2.588333085730435e-07,8.290369e-03,7.547993e+00,6.845774e-02,3.318050e-02
2.598333085730436e-07,8.190684e-03,7.603067e+00,6.790695e-02,3.338496e-02
2.608333085730436e-07,8.095407e-03,7.657700e+00,6.736022e-02,3.358928e-02
2.618333085730436e-07,8.004283e-03,7.711894e+00,6.681756e-02,3.379348e-02
2.638333085730437e-07,7.833567e-03,7.818981e+00,6.574443e-02,3.420145e-02
2.658333085730437e-07,7.676851e-03,7.924353e+00,6.468754e-02,3.460889e-02
2.678333085730437e-07,7.532683e-03,8.028036e+00,6.364681e-02,3.501578e-02
2.708333085730438e-07,7.337255e-03,8.180450e+00,6.211581e-02,3.562510e-02
2.738333085730439e-07,7.163695e-03,8.329206e+00,6.062052e-02,3.623320e-02
2.768333085730439e-07,7.009066e-03,8.474390e+00,5.916038e-02,3.684008e-02
2.789761657159011e-07,6.910248e-03,8.575879e+00,5.813924e-02,3.727281e-02
2.811190228587583e-07,6.817628e-03,8.675690e+00,5.713486e-02,3.770492e-02
2.832618800016155e-07,6.731206e-03,8.773823e+00,5.614724e-02,3.813641e-02
2.854047371444727e-07,6.650981e-03,8.870279e+00,5.517637e-02,3.856727e-02
2.875475942873299e-07,6.576954e-03,8.965056e+00,5.422227e-02,3.899751e-02
2.896904514301871e-07,6.509125e-03,9.058156e+00,5.328492e-02,3.942712e-02
2.918333085730443e-07,6.447494e-03,9.149578e+00,5.236433e-02,3.985611e-02
2.948333085730443e-07,6.367117e-03,9.275023e+00,5.110119e-02,4.045565e-02
2.975475942873301e-07,6.302522e-03,9.385786e+00,4.998579e-02,4.099703e-02
3.002618800016159e-07,6.242851e-03,9.494257e+00,4.889349e-02,4.153743e-02
3.029761657159016e-07,6.188104e-03,9.600437e+00,4.782428e-02,4.207683e-02
3.056904514301875e-07,6.138281e-03,9.704326e+00,4.677816e-02,4.261524e-02
3.084047371444732e-07,6.093382e-03,9.805922e+00,4.575513e-02,4.315265e-02
3.111190228587590e-07,6.053407e-03,9.905227e+00,4.475520e-02,4.368907e-02
3.138333085730448e-07,6.018356e-03,1.000224e+01,4.377835e-02,4.422450e-02
3.168333085730448e-07,5.982794e-03,1.010714e+01,4.272220e-02,4.481515e-02
3.198333085730449e-07,5.951989e-03,1.020936e+01,4.169300e-02,4.540458e-02
3.228333085730450e-07,5.924361e-03,1.030927e+01,4.068727e-02,4.599282e-02
3.258333085730450e-07,5.899910e-03,1.040685e+01,3.970499e-02,4.657986e-02
3.288333085730451e-07,5.878638e-03,1.050210e+01,3.874618e-02,4.716571e-02
3.318333085730452e-07,5.860543e-03,1.059504e+01,3.781082e-02,4.775036e-02
3.348333085730452e-07,5.845626e-03,1.068565e+01,3.689893e-02,4.833381e-02
3.378333085730453e-07,5.833887e-03,1.077394e+01,3.601049e-02,4.891607e-02
3.388333085730453e-07,5.830340e-03,1.080294e+01,3.571869e-02,4.910989e-02
3.421190228587597e-07,5.820937e-03,1.089643e+01,3.477809e-02,4.974580e-02
3.454047371444741e-07,5.813802e-03,1.098761e+01,3.386085e-02,5.038030e-02
3.486904514301884e-07,5.808936e-03,1.107647e+01,3.296698e-02,5.101338e-02
3.519761657159027e-07,5.806338e-03,1.116303e+01,3.209645e-02,5.164505e-02
3.552618800016171e-07,5.806009e-03,1.124728e+01,3.124929e-02,5.227530e-02
3.585475942873315e-07,5.807947e-03,1.132922e+01,3.042549e-02,5.290414e-02
3.618333085730458e-07,5.812154e-03,1.140884e+01,2.962504e-02,5.353156e-02
3.628333085730459e-07,5.813683e-03,1.143270e+01,2.938520e-02,5.372224e-02
3.638333085730459e-07,5.815376e-03,1.145637e+01,2.914732e-02,5.391280e-02
3.648333085730459e-07,5.817228e-03,1.147985e+01,2.891137e-02,5.410321e-02
3.658333085730459e-07,5.819236e-03,1.150314e+01,2.867734e-02,5.429350e-02
3.668333085730459e-07,5.821399e-03,1.152624e+01,2.844522e-02,5.448366e-02
3.678333085730460e-07,5.823714e-03,1.154915e+01,2.821499e-02,5.467369e-02
3.688333085730460e-07,5.826177e-03,1.157187e+01,2.798663e-02,5.486359e-02
3.698333085730460e-07,5.828785e-03,1.159442e+01,2.776014e-02,5.505336e-02
3.708333085730460e-07,5.831537e-03,1.161678e+01,2.753549e-02,5.524301e-02
3.718333085730461e-07,5.834429e-03,1.163896e+01,2.731266e-02,5.543252e-02
